experiment,category,classifier,training shape,sample_length,coverage,k,eta,epsilon,penalty,l2_lambda,max_iter,score,score type
16.04,multiclass,Logistic Regression,"(1425, 400)",100,1,1,0.1,0.01,,0,200,0.11379800853485064,species_recall
16.04,multiclass,Logistic Regression,"(1425, 800)",100,1,2,0.1,0.01,,0,200,0.3015647226173542,species_recall
16.04,multiclass,Logistic Regression,"(1425, 6376)",100,1,4,0.1,0.01,,0,200,0.3015647226173542,species_recall
16.04,multiclass,Logistic Regression,"(1425, 23815)",100,1,6,0.1,0.01,,0,200,0.18492176386913228,species_recall
16.04,multiclass,Logistic Regression,"(1425, 23478)",100,1,8,0.1,0.01,,0,200,0.24466571834992887,species_recall
16.04,multiclass,Logistic Regression,"(1425, 20066)",100,1,10,0.1,0.01,,0,200,0.27311522048364156,species_recall
16.04,multiclass,Logistic Regression,"(1425, 16089)",100,1,12,0.1,0.01,,0,200,0.25604551920341395,species_recall
16.04,multiclass,Logistic Regression,"(14070, 400)",100,10,1,0.1,0.01,,0,200,0.16002886002886002,species_recall
16.04,multiclass,Logistic Regression,"(14070, 800)",100,10,2,0.1,0.01,,0,200,0.06594516594516595,species_recall
16.04,multiclass,Logistic Regression,"(14070, 6400)",100,10,4,0.1,0.01,,0,200,0.386002886002886,species_recall
16.04,multiclass,Logistic Regression,"(14070, 62800)",100,10,6,0.1,0.01,,0,200,0.2997113997113997,species_recall
16.04,multiclass,Logistic Regression,"(14070, 179285)",100,10,8,0.1,0.01,,0,200,0.24704184704184703,species_recall
16.04,multiclass,Logistic Regression,"(14070, 180939)",100,10,10,0.1,0.01,,0,200,0.31976911976911976,species_recall
16.04,multiclass,Logistic Regression,"(14070, 147508)",100,10,12,0.1,0.01,,0,200,0.21717171717171718,species_recall
16.04,multiclass,Logistic Regression,"(140485, 400)",100,100,1,0.1,0.01,,0,200,0.2317653009610521,species_recall
16.04,multiclass,Logistic Regression,"(140485, 800)",100,100,2,0.1,0.01,,0,200,0.23092709010766674,species_recall
16.04,multiclass,Logistic Regression,"(140485, 6400)",100,100,4,0.1,0.01,,0,200,0.046448442806561165,species_recall
16.04,multiclass,Logistic Regression,"(140485, 65533)",100,100,6,0.1,0.01,,0,200,0.07179709516583568,species_recall
16.04,multiclass,Logistic Regression,"(140485, 568839)",100,100,8,0.1,0.01,,0,200,0.08270828817111063,species_recall
16.04,multiclass,Logistic Regression,"(140485, 994839)",100,100,10,0.1,0.01,,0,200,0.07685526410867838,species_recall
16.04,multiclass,Logistic Regression,"(140485, 877597)",100,100,12,0.1,0.01,,0,200,0.11401112797167426,species_recall
16.04,multiclass,Logistic Regression,"(280971, 400)",100,200,1,0.1,0.01,,0,200,0.2317814277146305,species_recall
16.04,multiclass,Logistic Regression,"(280971, 800)",100,200,2,0.1,0.01,,0,200,0.23075533460029338,species_recall
16.04,multiclass,Logistic Regression,"(280971, 6400)",100,200,4,0.1,0.01,,0,200,0.04353669728085325,species_recall
16.04,multiclass,Logistic Regression,"(280971, 65536)",100,200,6,0.1,0.01,,0,200,0.025225993395428827,species_recall
16.04,multiclass,Logistic Regression,"(280971, 632206)",100,200,8,0.1,0.01,,0,200,0.01927176292913454,species_recall
16.04,multiclass,Logistic Regression,"(280971, 1283884)",100,200,10,0.1,0.01,,0,200,0.016598140025580067,species_recall
16.04,multiclass,Logistic Regression,"(280971, 1162085)",100,200,12,0.1,0.01,,0,200,0.027588897961543186,species_recall
16.04,multiclass,Logistic Regression,"(561942, 400)",100,400,1,0.1,0.01,,0,200,0.23233060431103628,species_recall
16.04,multiclass,Logistic Regression,"(561942, 800)",100,400,2,0.1,0.01,,0,200,0.23045545527462444,species_recall
