experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,score,score type
experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,score,score type
9.01,multiclass,Logistic Regression (sklearn),"(2793, 400)",100,1,1,l2,auto,balanced,0.15988372093023256,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(2793, 800)",100,1,2,l2,auto,balanced,0.20712209302325582,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(2793, 6400)",100,1,4,l2,auto,balanced,0.24709302325581395,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(2793, 37221)",100,1,6,l2,auto,balanced,0.2194767441860465,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(27638, 400)",100,10,1,l2,auto,balanced,0.12208021154693698,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(27638, 800)",100,10,2,l2,auto,balanced,0.1604230938739533,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(27638, 6400)",100,10,4,l2,auto,balanced,0.3040252681063611,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(27638, 65241)",100,10,6,l2,auto,balanced,0.33002791244307333,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 400)",100,100,1,l2,auto,balanced,0.1294689471594335,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 800)",100,100,2,l2,auto,balanced,0.17047810932835272,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 6400)",100,100,4,l2,auto,balanced,0.33667661808609206,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 65536)",100,100,6,l2,auto,balanced,0.6557201052987632,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(552216, 400)",100,200,1,l2,auto,balanced,0.13340294424754034,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(552216, 800)",100,200,2,l2,auto,balanced,0.1762761592423195,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(552216, 6400)",100,200,4,l2,auto,balanced,0.34233863258673175,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(552216, 65536)",100,200,6,l2,auto,balanced,0.7691515802167743,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(1104433, 400)",100,400,1,l2,auto,balanced,0.13828025184980927,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(1104433, 800)",100,400,2,l2,auto,balanced,0.17982811710096971,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(1104433, 6400)",100,400,4,l2,auto,balanced,0.3479001792361781,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(1104433, 65536)",100,400,6,l2,auto,balanced,0.8559124959786755,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(1417, 800)",200,1,1,l2,auto,balanced,0.23462088698140202,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(1417, 1600)",200,1,2,l2,auto,balanced,0.2446351931330472,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(1417, 12764)",200,1,4,l2,auto,balanced,0.2646638054363376,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(1417, 49043)",200,1,6,l2,auto,balanced,0.23605150214592274,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(13833, 800)",200,10,1,l2,auto,balanced,0.15556207807455238,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(13833, 1600)",200,10,2,l2,auto,balanced,0.22189609627238038,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(13833, 12800)",200,10,4,l2,auto,balanced,0.3205165835045495,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(13833, 129900)",200,10,6,l2,auto,balanced,0.32682712063398883,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(138068, 800)",200,100,1,l2,auto,balanced,0.15884359743544496,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(138068, 1600)",200,100,2,l2,auto,balanced,0.22714840303511558,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(138068, 12800)",200,100,4,l2,auto,balanced,0.49013293335686137,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(138068, 135167)",200,100,6,l2,auto,balanced,0.5834215634374449,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 800)",200,200,1,l2,auto,balanced,0.16311013721193582,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 1600)",200,200,2,l2,auto,balanced,0.23300292659970293,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 12800)",200,200,4,l2,auto,balanced,0.5403694280630028,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 135168)",200,200,6,l2,auto,balanced,0.728113004985514,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(552216, 800)",200,400,1,l2,auto,balanced,0.1674338573760607,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(552216, 1600)",200,400,2,l2,auto,balanced,0.23845537303116313,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(552216, 12800)",200,400,4,l2,auto,balanced,0.5592158477579893,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(552216, 135168)",200,400,6,l2,auto,balanced,0.8651668455961292,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(726, 1600)",400,1,1,l2,auto,balanced,0.23119777158774374,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(726, 3200)",400,1,2,l2,auto,balanced,0.21727019498607242,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(726, 24632)",400,1,4,l2,auto,balanced,0.2590529247910863,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(726, 57719)",400,1,6,l2,auto,balanced,0.23676880222841226,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(6929, 1600)",400,10,1,l2,auto,balanced,0.24077328646748683,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(6929, 3200)",400,10,2,l2,auto,balanced,0.28998242530755713,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(6929, 25600)",400,10,4,l2,auto,balanced,0.3312829525483304,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(6929, 228103)",400,10,6,l2,auto,balanced,0.3107791446983011,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(69051, 1600)",400,100,1,l2,auto,balanced,0.19226132721766487,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(69051, 3200)",400,100,2,l2,auto,balanced,0.3091352797624298,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(69051, 25600)",400,100,4,l2,auto,balanced,0.5022492722942578,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(69051, 270309)",400,100,6,l2,auto,balanced,0.5137749551615653,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(138068, 1600)",400,200,1,l2,auto,balanced,0.2030174695606141,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(138068, 3200)",400,200,2,l2,auto,balanced,0.3185547908946533,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(138068, 25600)",400,200,4,l2,auto,balanced,0.6058614199164755,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(138068, 270335)",400,200,6,l2,auto,balanced,0.6263602141050526,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 1600)",400,400,1,l2,auto,balanced,0.2101636836919276,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 3200)",400,400,2,l2,auto,balanced,0.3264629321881848,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 25600)",400,400,4,l2,auto,balanced,0.7275909231289616,species_recall
9.01,multiclass,Logistic Regression (sklearn),"(276108, 270336)",400,400,6,l2,auto,balanced,0.7643204847272673,species_recall
experiment,category,classifier,training shape,sample_length,coverage,k,penalty,multi_class,class_weight,score,score type
9.02,multiclass,Logistic Regression (sklearn),"(2793, 45226)",100,1,8,l2,auto,balanced,0.15261627906976744,species_recall
