experiment,classifier,training_shape,sample_length,coverage,k,score,score_type
4.01,Naive Bayes,"(2727, 118504)",400,200,6,0.6465773809523809,species_recall
4.01,Naive Bayes,"(2727, 139222)",400,200,8,0.6011904761904762,species_recall
4.01,Naive Bayes,"(2727, 118105)",400,200,10,0.5401785714285714,species_recall
4.01,Naive Bayes,"(2727, 98093)",400,200,12,0.5066964285714286,species_recall
4.01,Naive Bayes,"(5454, 1600)",400,400,1,0.4387793077781913,species_recall
4.01,Naive Bayes,"(5454, 3200)",400,400,2,0.3836992928917008,species_recall
4.01,Naive Bayes,"(5454, 25592)",400,400,4,0.5303312244138444,species_recall
4.01,Naive Bayes,"(5454, 149342)",400,400,6,0.7655377744696688,species_recall
4.01,Naive Bayes,"(5454, 201825)",400,400,8,0.7562337179010048,species_recall
4.01,Naive Bayes,"(5454, 175545)",400,400,10,0.7167845180498698,species_recall
4.01,Naive Bayes,"(5454, 146268)",400,400,12,0.6888723483438779,species_recall
4.01,Naive Bayes,"(56, 400)",100,1,1,0.13793103448275862,species_recall
4.01,Naive Bayes,"(56, 785)",100,1,2,0.1724137931034483,species_recall
4.01,Naive Bayes,"(56, 1678)",100,1,4,0.13793103448275862,species_recall
4.01,Naive Bayes,"(56, 1297)",100,1,6,0.1724137931034483,species_recall
4.01,Naive Bayes,"(56, 995)",100,1,8,0.1724137931034483,species_recall
4.01,Naive Bayes,"(56, 830)",100,1,10,0.1724137931034483,species_recall
4.01,Naive Bayes,"(56, 664)",100,1,12,0.20689655172413793,species_recall
4.01,Naive Bayes,"(546, 400)",100,10,1,0.26296296296296295,species_recall
4.01,Naive Bayes,"(546, 800)",100,10,2,0.3148148148148148,species_recall
4.01,Naive Bayes,"(546, 5663)",100,10,4,0.32222222222222224,species_recall
4.01,Naive Bayes,"(546, 10415)",100,10,6,0.2777777777777778,species_recall
4.01,Naive Bayes,"(546, 9050)",100,10,8,0.24444444444444444,species_recall
4.01,Naive Bayes,"(546, 7658)",100,10,10,0.22962962962962963,species_recall
4.01,Naive Bayes,"(546, 6134)",100,10,12,0.29259259259259257,species_recall
4.01,Naive Bayes,"(5454, 400)",100,100,1,0.2940081875697804,species_recall
4.01,Naive Bayes,"(5454, 800)",100,100,2,0.3021957573502047,species_recall
4.01,Naive Bayes,"(5454, 6399)",100,100,4,0.4897655377744697,species_recall
4.01,Naive Bayes,"(5454, 38679)",100,100,6,0.6795682917752139,species_recall
4.01,Naive Bayes,"(5454, 53953)",100,100,8,0.637513956084853,species_recall
4.01,Naive Bayes,"(5454, 49189)",100,100,10,0.6226274655749907,species_recall
4.01,Naive Bayes,"(5454, 39781)",100,100,12,0.6103461109043543,species_recall
4.01,Naive Bayes,"(10908, 400)",100,200,1,0.32880535913658354,species_recall
4.01,Naive Bayes,"(10908, 800)",100,200,2,0.31410494975809455,species_recall
4.01,Naive Bayes,"(10908, 6400)",100,200,4,0.4462225530331224,species_recall
4.01,Naive Bayes,"(10908, 44630)",100,200,6,0.7969854856717529,species_recall
4.01,Naive Bayes,"(10908, 70366)",100,200,8,0.8243394119836248,species_recall
4.01,Naive Bayes,"(10908, 65813)",100,200,10,0.805731298846297,species_recall
4.01,Naive Bayes,"(10908, 53388)",100,200,12,0.8040565686639375,species_recall
4.01,Naive Bayes,"(21817, 400)",100,400,1,0.3676374802270401,species_recall
4.01,Naive Bayes,"(21817, 800)",100,400,2,0.30966781427375084,species_recall
4.01,Naive Bayes,"(21817, 6400)",100,400,4,0.4490555503861543,species_recall
4.01,Naive Bayes,"(21817, 46659)",100,400,6,0.8728947613287429,species_recall
4.01,Naive Bayes,"(21817, 77695)",100,400,8,0.9563599143947148,species_recall
4.01,Naive Bayes,"(21817, 73407)",100,400,10,0.9532892900344282,species_recall
4.01,Naive Bayes,"(21817, 59624)",100,400,12,0.9492881734437517,species_recall
4.01,Naive Bayes,"(29, 800)",200,1,1,0.06666666666666667,species_recall
4.01,Naive Bayes,"(29, 1450)",200,1,2,0.06666666666666667,species_recall
4.01,Naive Bayes,"(29, 1952)",200,1,4,0.26666666666666666,species_recall
4.01,Naive Bayes,"(29, 1438)",200,1,6,0.06666666666666667,species_recall
4.01,Naive Bayes,"(29, 1099)",200,1,8,0.26666666666666666,species_recall
4.01,Naive Bayes,"(29, 880)",200,1,10,0.26666666666666666,species_recall
4.01,Naive Bayes,"(29, 704)",200,1,12,0.26666666666666666,species_recall
4.01,Naive Bayes,"(274, 800)",200,10,1,0.35555555555555557,species_recall
4.01,Naive Bayes,"(274, 1600)",200,10,2,0.18518518518518517,species_recall
4.01,Naive Bayes,"(274, 9103)",200,10,4,0.4148148148148148,species_recall
4.01,Naive Bayes,"(274, 12133)",200,10,6,0.28888888888888886,species_recall
4.01,Naive Bayes,"(274, 10013)",200,10,8,0.18518518518518517,species_recall
4.01,Naive Bayes,"(274, 8072)",200,10,10,0.24444444444444444,species_recall
4.01,Naive Bayes,"(274, 6464)",200,10,12,0.17777777777777778,species_recall
4.01,Naive Bayes,"(2727, 800)",200,100,1,0.42038690476190477,species_recall
4.01,Naive Bayes,"(2727, 1600)",200,100,2,0.328125,species_recall
4.01,Naive Bayes,"(2727, 12770)",200,100,4,0.46577380952380953,species_recall
4.01,Naive Bayes,"(2727, 60969)",200,100,6,0.5602678571428571,species_recall
4.01,Naive Bayes,"(2727, 72260)",200,100,8,0.49851190476190477,species_recall
4.01,Naive Bayes,"(2727, 61274)",200,100,10,0.4650297619047619,species_recall
4.01,Naive Bayes,"(2727, 49339)",200,100,12,0.4568452380952381,species_recall
4.01,Naive Bayes,"(5454, 800)",200,200,1,0.3613695571269073,species_recall
4.01,Naive Bayes,"(5454, 1600)",200,200,2,0.281726832899144,species_recall
4.01,Naive Bayes,"(5454, 12796)",200,200,4,0.4990695943431336,species_recall
4.01,Naive Bayes,"(5454, 79215)",200,200,6,0.7234834387793078,species_recall
4.01,Naive Bayes,"(5454, 110441)",200,200,8,0.676218831410495,species_recall
4.01,Naive Bayes,"(5454, 96529)",200,200,10,0.6457015258652773,species_recall
4.01,Naive Bayes,"(5454, 78026)",200,200,12,0.6386304428730927,species_recall
4.01,Naive Bayes,"(10908, 800)",200,400,1,0.4482694454782285,species_recall
4.01,Naive Bayes,"(10908, 1600)",200,400,2,0.26628209899516186,species_recall
4.01,Naive Bayes,"(10908, 12800)",200,400,4,0.4741347227391143,species_recall
4.01,Naive Bayes,"(10908, 89300)",200,400,6,0.8531819873464831,species_recall
4.01,Naive Bayes,"(10908, 140016)",200,400,8,0.8583922590249349,species_recall
4.01,Naive Bayes,"(10908, 125129)",200,400,10,0.839784145887607,species_recall
4.01,Naive Bayes,"(10908, 101437)",200,400,12,0.8340156308150354,species_recall
4.01,Naive Bayes,"(15, 1591)",400,1,1,0.125,species_recall
4.01,Naive Bayes,"(15, 2352)",400,1,2,0.125,species_recall
4.01,Naive Bayes,"(15, 2168)",400,1,4,0.25,species_recall
4.01,Naive Bayes,"(15, 1510)",400,1,6,0.25,species_recall
4.01,Naive Bayes,"(15, 1150)",400,1,8,0.25,species_recall
4.01,Naive Bayes,"(15, 920)",400,1,10,0.125,species_recall
4.01,Naive Bayes,"(15, 759)",400,1,12,0.125,species_recall
4.01,Naive Bayes,"(137, 1600)",400,10,1,0.4117647058823529,species_recall
4.01,Naive Bayes,"(137, 3200)",400,10,2,0.25,species_recall
4.01,Naive Bayes,"(137, 12613)",400,10,4,0.3382352941176471,species_recall
4.01,Naive Bayes,"(137, 12680)",400,10,6,0.2647058823529412,species_recall
4.01,Naive Bayes,"(137, 10044)",400,10,8,0.17647058823529413,species_recall
4.01,Naive Bayes,"(137, 8066)",400,10,10,0.19117647058823528,species_recall
4.01,Naive Bayes,"(137, 6661)",400,10,12,0.19117647058823528,species_recall
4.01,Naive Bayes,"(1364, 1600)",400,100,1,0.4947994056463596,species_recall
4.01,Naive Bayes,"(1364, 3200)",400,100,2,0.32689450222882616,species_recall
4.01,Naive Bayes,"(1364, 25090)",400,100,4,0.37295690936106984,species_recall
4.01,Naive Bayes,"(1364, 81507)",400,100,6,0.5156017830609212,species_recall
4.01,Naive Bayes,"(1364, 82714)",400,100,8,0.46656760772659733,species_recall
4.01,Naive Bayes,"(1364, 68548)",400,100,10,0.3967310549777117,species_recall
4.01,Naive Bayes,"(1364, 56779)",400,100,12,0.4115898959881129,species_recall
4.01,Naive Bayes,"(2727, 1600)",400,200,1,0.37797619047619047,species_recall
4.01,Naive Bayes,"(2727, 3200)",400,200,2,0.2849702380952381,species_recall
4.01,Naive Bayes,"(2727, 25531)",400,200,4,0.44642857142857145,species_recall
4.01,Naive Bayes,"(2727, 117988)",400,200,6,0.6391369047619048,species_recall
4.01,Naive Bayes,"(2727, 138540)",400,200,8,0.5982142857142857,species_recall
4.01,Naive Bayes,"(2727, 117422)",400,200,10,0.5394345238095238,species_recall
4.01,Naive Bayes,"(2727, 97545)",400,200,12,0.5111607142857143,species_recall
4.01,Naive Bayes,"(5454, 1600)",400,400,1,0.3144771120208411,species_recall
4.01,Naive Bayes,"(5454, 3200)",400,400,2,0.3014514328247116,species_recall
4.01,Naive Bayes,"(5454, 25583)",400,400,4,0.5656866393747674,species_recall
4.01,Naive Bayes,"(5454, 150536)",400,400,6,0.7789356159285449,species_recall
4.01,Naive Bayes,"(5454, 204611)",400,400,8,0.7391142538146632,species_recall
4.01,Naive Bayes,"(5454, 178270)",400,400,10,0.7134350576851507,species_recall
4.01,Naive Bayes,"(5454, 148529)",400,400,12,0.7063639746929661,species_recall
